date,code,market_cap,next_ret,benchmark_ret,is_st,listed_days,tradable,amount
2015-01-30,sh.600449,533171.86,0.050224215,0.040313709,0,3677,1,63471.362
2015-01-30,sh.600452,256960,0.04358655,0.040313709,0,3677,1,22292.903
2015-01-30,sh.600455,141342.45,0.071144498,0.040313709,0,3677,1,16125.359
2015-01-30,sh.600456,770605.87,0.020100503,0.040313709,0,3677,1,48427.908
2015-01-30,sh.600458,931943.73,0.038325053,0.040313709,0,3677,1,246677.94
2015-01-30,sh.600459,516474.95,0.033855483,0.040313709,0,3677,1,86448.526
2015-01-30,sh.600460,770749.82,0.10032362,0.040313709,0,3677,1,106608.25
2015-01-30,sh.600461,381150,0.13419913,0.040313709,0,3677,1,94102.62
2015-01-30,sh.600463,244188,0.12796698,0.040313709,0,3677,1,18400.096
2015-01-30,sh.600467,481397.62,0.016691958,0.040313709,0,3677,1,166258.01
2015-01-30,sh.600468,628176.38,0.02033406,0.040313709,0,3677,1,36271.233
2015-01-30,sh.600469,568787.24,0.0065919578,0.040313709,0,3677,1,84240.03
2015-01-30,sh.600470,367206.4,0.12642045,0.040313709,0,3677,1,235161.1
2015-01-30,sh.600475,,0,0.040313709,0,3677,0,
